シーズン,試合タイプ,チーム,背番号,選手名,勝利,敗北,セーブ,ホールド,ホールドポイント,登板数,投球回,勝率,防御率,WHIP,失点率,試合あたり失点,被安打率,被本塁打率,奪三振率,与四球率,奪三振/四球比,対戦打者数,被安打,失点,自責点,被本塁打,奪三振,与四球,敬遠,死球,暴投,ボーク,完投,完封,無四球試合,先発数,救援完了,選手ID
2024,Climax Series - First Stage,阪神タイガース,35,"Saiki, Hiroto",0,1,0,,,1,5.0,0.0,1.8,2.0,1.8,1.0,12.6,0.0,3.6,5.4,0.667,24,7,1,1,0,2,3,2,0,0,0,0,0,0,1,0,41745134
2024,Regular Season,阪神タイガース,35,"Saiki, Hiroto",13,3,0,0.0,0.0,25,167.2,0.813,1.83,1.062,1.879,1.4,7.515,0.215,7.354,2.04,3.605,671,140,35,34,4,137,38,2,0,4,0,4,3,1,25,0,41745134
2024,Climax Series - Final Stage,読売巨人,18,"Sugano, Tomoyuki",0,2,0,,,2,9.0,0.0,3.0,1.0,3.0,1.5,8.0,1.0,6.0,1.0,6.0,33,8,3,3,1,6,1,0,0,0,0,0,0,0,1,1,41745137
2024,Regular Season,読売巨人,18,"Sugano, Tomoyuki",15,3,0,0.0,0.0,24,156.2,0.833,1.67,0.945,1.781,1.292,7.583,0.345,6.377,0.919,6.938,608,132,31,29,6,111,16,0,4,4,0,3,1,3,24,0,41745137
2024,Regular Season,千葉ロッテ,36,"Sakamoto, Koshiro",1,2,0,11.0,12.0,37,33.0,0.333,5.73,1.394,6.0,0.595,9.273,0.818,9.273,3.273,2.833,146,34,22,21,3,34,12,2,5,2,0,0,0,0,0,4,41745138
2024,Regular Season,オリックス,11,"Kawase, Kento",0,1,0,0.0,0.0,8,10.1,0.0,3.48,1.742,4.355,0.625,9.581,0.0,2.613,6.097,0.429,51,11,5,4,0,3,7,0,1,0,0,0,0,0,0,6,41745153
2024,Regular Season,広島カープ,24,"Kurohara, Takumi",4,3,0,3.0,7.0,53,59.2,0.571,2.11,1.006,2.263,0.283,6.034,0.302,10.106,3.017,3.35,244,40,15,14,2,67,20,0,3,0,0,0,0,0,2,15,41745155
2024,Regular Season,オリックス,26,"Saito, Kyosuke",2,3,0,0.0,0.0,8,37.2,0.4,4.06,1.274,4.779,2.5,6.929,0.478,6.69,4.54,1.474,165,29,20,17,2,28,19,0,2,1,0,0,0,0,8,0,41745157
2024,Regular Season,オリックス,97,"Kotajima, Seiryu",2,1,0,24.0,26.0,50,45.2,0.667,0.79,1.029,1.182,0.12,5.912,0.394,8.474,3.35,2.529,179,30,6,4,2,43,17,1,1,1,0,0,0,0,0,8,41745159
2024,Climax Series - Final Stage,横浜DeNA,19,"Yamasaki, Yasuaki",0,1,0,,,3,3.2,0.0,2.45,1.364,2.455,0.333,9.818,2.455,14.727,2.455,6.0,16,4,1,1,1,6,1,1,0,0,0,0,0,0,0,0,41845130
2024,Climax Series - First Stage,横浜DeNA,19,"Yamasaki, Yasuaki",1,0,0,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41845130
2024,Japan Series,横浜DeNA,19,"Yamasaki, Yasuaki",0,0,0,,,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,18.0,0.5,5,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,41845130
2024,Regular Season,横浜DeNA,19,"Yamasaki, Yasuaki",3,5,4,11.0,14.0,38,37.2,0.375,3.35,1.221,4.301,0.474,8.363,0.956,6.929,2.628,2.636,163,35,18,14,4,29,11,0,3,1,1,0,0,0,1,9,41845130
2024,Regular Season,オリックス,22,"Muranishi, Ryota",0,0,0,0.0,0.0,1,1.0,0.0,9.0,3.0,9.0,1.0,9.0,9.0,0.0,18.0,0.0,6,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,41845151
2024,Japan Series,ソフトバンク,49,"Matsumoto, Haru",0,0,0,,,2,1.1,0.0,0.0,1.5,0.0,0.0,13.5,0.0,6.75,0.0,,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41845157
2024,Regular Season,ソフトバンク,49,"Matsumoto, Haru",2,1,0,0.0,0.0,5,16.0,0.667,2.81,1.0,2.813,1.0,6.75,0.563,9.563,2.25,4.25,63,12,5,5,1,17,4,0,1,0,0,0,0,0,3,0,41845157
2024,Regular Season,楽天イーグルス,79,"Seimiya, Kotaro",0,0,0,0.0,0.0,3,3.0,0.0,12.0,2.333,12.0,1.333,12.0,0.0,3.0,9.0,0.333,16,4,4,4,0,1,3,0,0,1,0,0,0,0,0,3,41945138
2024,Regular Season,ヤクルトスワローズ,34,"Taguchi, Kazuto",1,4,7,13.0,14.0,41,33.2,0.2,2.94,1.277,3.743,0.341,9.089,0.535,5.881,2.406,2.444,139,34,14,11,2,22,9,0,1,2,0,0,0,0,0,18,41945139
2024,Regular Season,西武ライオンズ,19,"Sato, Shunsuke",2,1,0,17.0,19.0,45,37.1,0.667,1.69,0.991,1.929,0.178,4.821,0.241,7.473,4.098,1.824,149,20,8,7,1,31,17,1,2,1,0,0,0,0,0,8,41945155
2024,Regular Season,西武ライオンズ,42,"Takahashi, Bo",2,9,0,7.0,8.0,33,72.2,0.182,3.22,1.335,3.839,0.939,8.67,0.495,5.945,3.344,1.778,315,70,31,26,4,48,27,2,6,2,0,0,0,0,9,8,43045155
2024,Regular Season,ヤクルトスワローズ,68,"Maruyama, Shota",1,0,0,5.0,6.0,27,31.1,1.0,0.57,1.021,1.149,0.148,6.606,0.0,6.606,2.585,2.556,125,23,4,2,0,23,9,0,1,2,0,0,0,0,0,4,43145153
2024,Regular Season,ヤクルトスワローズ,37,"Rodriguez, Elvin",1,1,1,8.0,9.0,32,45.0,0.5,1.8,1.156,2.6,0.406,8.0,0.2,8.8,2.4,3.667,183,40,13,9,1,44,12,3,1,2,1,0,0,0,1,5,43245157
2024,Regular Season,オリックス,11,"Yamashita, Shunpeita",3,6,0,0.0,0.0,14,64.0,0.333,3.38,1.25,3.516,1.786,6.891,0.703,11.672,4.359,2.677,269,49,25,24,5,83,31,0,5,4,0,1,0,0,11,0,43345153
2024,Regular Season,横浜DeNA,93,"Diaz, Yofrec",0,0,0,4.0,4.0,7,4.2,0.0,0.0,1.071,0.0,0.0,3.857,0.0,1.929,5.786,0.333,19,2,0,0,0,1,3,0,0,3,0,0,0,0,0,1,43545151
2024,Regular Season,オリックス,0,"Espinoza, Anderson",7,9,0,0.0,0.0,22,133.2,0.438,2.63,1.272,2.895,1.955,8.214,0.135,7.608,3.232,2.354,550,122,43,39,2,113,48,0,6,1,0,1,0,0,22,0,43545159
2024,Regular Season,日ハム,41,"Rodriguez, Bryan",1,1,0,3.0,4.0,10,8.2,0.5,2.08,1.269,2.077,0.2,9.346,0.0,3.115,2.077,1.5,36,9,2,2,0,3,2,0,0,0,0,0,0,0,0,2,43745136
2024,Climax Series - Final Stage,横浜DeNA,42,"Jackson, Andre",0,1,0,,,1,6.1,0.0,4.26,1.105,5.684,4.0,8.526,0.0,4.263,1.421,3.0,26,6,4,3,0,3,1,0,0,0,0,0,0,0,1,0,43745159
2024,Climax Series - First Stage,横浜DeNA,42,"Jackson, Andre",1,0,0,,,1,5.2,1.0,1.59,1.412,1.588,1.0,6.353,1.588,14.294,6.353,2.25,25,4,1,1,1,9,4,0,0,0,0,0,0,0,1,0,43745159
2024,Japan Series,横浜DeNA,42,"Jackson, Andre",1,1,0,,,2,11.2,0.5,1.54,1.114,1.543,1.0,4.629,0.0,13.114,5.4,2.429,48,6,2,2,0,17,7,1,1,1,0,0,0,0,2,0,43745159
2024,Regular Season,横浜DeNA,42,"Jackson, Andre",8,7,0,0.0,0.0,25,143.0,0.533,2.9,1.119,3.336,2.12,6.86,0.503,7.615,3.21,2.373,587,109,53,46,8,121,51,3,6,9,0,0,0,0,25,0,43745159
2024,Regular Season,オリックス,42,"Machado, Andres",5,3,23,14.0,19.0,53,53.1,0.625,2.03,1.013,2.194,0.245,6.075,0.169,9.788,3.038,3.222,211,36,13,12,1,58,18,1,1,0,0,0,0,0,0,35,43945159
2024,Regular Season,ヤクルトスワローズ,47,"Takahashi, Keiji",8,9,0,1.0,1.0,21,115.2,0.471,3.58,1.331,4.28,2.619,9.026,0.934,8.248,2.957,2.789,504,116,55,46,12,106,38,1,8,1,0,0,0,0,20,0,51055132
2024,Climax Series - First Stage,阪神タイガース,46,"Shimamoto, Hiroya",0,0,0,,,2,2.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,4.5,9.0,0.5,9,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,51055133
2024,Regular Season,阪神タイガース,46,"Shimamoto, Hiroya",2,1,0,6.0,8.0,33,25.2,0.667,2.81,1.442,3.156,0.273,9.468,0.351,3.506,3.506,1.0,113,27,9,8,1,10,10,0,1,1,0,0,0,0,0,5,51055133
2024,Regular Season,ソフトバンク,56,"Taura, Fumimaru",0,0,0,0.0,0.0,4,3.2,0.0,2.45,1.636,2.455,0.25,9.818,0.0,2.455,4.909,0.5,17,4,1,1,0,1,2,0,0,0,0,0,0,0,0,1,51055136
2024,Regular Season,楽天イーグルス,14,"Norimoto, Takahiro",3,4,32,4.0,7.0,54,52.0,0.429,3.46,1.308,3.635,0.389,9.865,0.346,7.615,1.904,4.0,223,57,21,20,2,44,11,3,3,2,0,0,0,0,0,46,51055137
2024,Regular Season,オリックス,1,"Satoh, Kazuma",1,1,0,1.0,1.0,5,11.2,0.5,5.4,1.457,8.486,2.2,10.029,0.771,3.857,3.086,1.25,53,13,11,7,1,5,4,0,2,1,0,0,0,0,3,0,51055151
2024,Climax Series - Final Stage,ソフトバンク,17,"Arihara, Kohei",1,0,0,,,1,7.0,1.0,2.57,1.143,2.571,2.0,7.714,1.286,10.286,2.571,4.0,27,6,2,2,1,8,2,0,0,0,0,0,0,0,1,0,51155130
2024,Japan Series,ソフトバンク,17,"Arihara, Kohei",1,1,0,,,2,10.0,0.5,3.6,1.4,3.6,2.0,9.0,0.9,7.2,3.6,2.0,44,10,4,4,1,8,4,0,1,0,0,0,0,0,2,0,51155130
2024,Regular Season,ソフトバンク,17,"Arihara, Kohei",14,7,0,0.0,0.0,26,182.2,0.667,2.36,0.98,2.759,2.154,6.996,0.591,6.75,1.823,3.703,718,142,56,48,12,137,37,0,8,1,0,3,2,0,26,0,51155130
2024,Climax Series - First Stage,横浜DeNA,11,"Azuma, Katsuki",0,0,0,,,1,4.0,0.0,0.0,0.75,0.0,0.0,6.75,0.0,6.75,0.0,,16,3,0,0,0,3,0,0,1,0,0,0,0,0,1,0,51155136
2024,Japan Series,横浜DeNA,11,"Azuma, Katsuki",1,0,0,,,1,7.0,1.0,1.29,1.429,1.286,1.0,12.857,0.0,5.143,0.0,,30,10,1,1,0,4,0,0,0,0,0,0,0,0,1,0,51155136
2024,Regular Season,横浜DeNA,11,"Azuma, Katsuki",13,4,0,0.0,0.0,26,183.0,0.765,2.16,1.055,2.213,1.731,8.164,0.541,6.885,1.328,5.185,731,166,45,44,11,140,27,2,6,0,0,2,2,1,26,0,51155136
2024,Climax Series - Final Stage,読売巨人,31,"Akahoshi, Yuji",0,1,0,,,2,2.0,0.0,4.5,0.5,4.5,0.5,4.5,0.0,9.0,0.0,,7,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,51155155
2024,Regular Season,読売巨人,31,"Akahoshi, Yuji",1,7,0,1.0,1.0,21,75.0,0.125,3.12,1.013,3.36,1.333,7.92,0.96,5.16,1.2,4.3,291,66,28,26,8,43,10,0,2,1,0,0,0,0,9,1,51155155
2024,Regular Season,西武ライオンズ,29,"Aoyama, Minato",1,4,0,0.0,0.0,6,32.1,0.2,2.78,1.299,3.34,2.0,8.351,0.835,3.619,3.34,1.083,139,30,12,10,3,13,12,0,0,0,0,1,1,0,6,0,51155157
2024,Climax Series - First Stage,阪神タイガース,50,"Tomida, Ren",0,0,0,,,1,0.0,0.0,0.0,,,1.0,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,51255157
2024,Regular Season,阪神タイガース,50,"Tomida, Ren",0,1,0,4.0,4.0,33,35.2,0.0,0.76,0.869,1.766,0.212,6.561,0.252,5.551,1.262,4.4,142,26,7,3,1,22,5,1,2,1,1,0,0,0,0,5,51255157
2024,Regular Season,西武ライオンズ,21,"Takeuchi, Natsuki",10,6,0,0.0,0.0,21,145.1,0.625,2.17,0.977,2.415,1.857,7.431,0.372,6.626,1.362,4.864,568,120,39,35,6,107,22,0,3,2,2,1,1,0,21,0,51255159
2024,Regular Season,中日ドラゴンズ,46,"Umeno, Yugo",1,0,0,2.0,3.0,18,21.2,1.0,4.15,1.477,5.4,0.722,10.8,0.0,4.985,2.492,2.0,97,26,13,10,0,12,6,2,1,0,0,0,0,0,0,3,51355134
2024,Regular Season,阪神タイガース,14,"Iwasada, Yuta",0,1,0,0.0,0.0,2,1.2,0.0,5.4,1.8,10.8,1.0,5.4,0.0,10.8,10.8,1.0,9,1,2,1,0,2,2,1,1,0,0,0,0,0,0,0,51355139
2024,Climax Series - Final Stage,読売巨人,97,"Inoue, Haruto",0,0,0,,,1,6.0,0.0,1.5,0.167,1.5,1.0,1.5,1.5,9.0,0.0,,19,1,1,1,1,6,0,0,0,0,0,0,0,0,1,0,51355151
2024,Regular Season,読売巨人,97,"Inoue, Haruto",8,5,0,2.0,3.0,25,101.0,0.615,2.76,1.129,2.941,1.32,7.752,0.446,8.822,2.406,3.667,413,87,33,31,5,99,27,1,3,3,0,0,0,0,15,1,51355151
2024,Climax Series - Final Stage,日ハム,17,"Itoh, Hiromi",0,1,0,,,1,5.2,0.0,6.35,1.765,6.353,4.0,15.882,3.176,14.294,0.0,,26,10,4,4,2,9,0,0,0,0,0,0,0,0,1,0,51355153
2024,Regular Season,日ハム,17,"Itoh, Hiromi",14,5,0,0.0,0.0,26,176.1,0.737,2.65,1.072,3.062,2.308,7.656,0.715,8.217,1.991,4.128,710,150,60,52,14,161,39,0,3,1,0,5,4,3,26,0,51355153
2024,Japan Series,ソフトバンク,27,"Iwai, Shunsuke",0,0,0,,,3,2.0,0.0,9.0,3.0,9.0,0.667,18.0,0.0,4.5,9.0,0.5,12,4,2,2,0,1,2,0,1,0,0,0,0,0,0,0,51355159
2024,Regular Season,ソフトバンク,27,"Iwai, Shunsuke",1,1,1,2.0,3.0,15,13.0,0.5,3.46,0.923,4.154,0.4,6.923,1.385,6.923,1.385,5.0,53,10,6,5,2,10,2,0,1,0,0,0,0,0,0,6,51355159
2024,Regular Season,千葉ロッテ,37,"Ono, Fumiya",0,0,0,0.0,0.0,3,3.0,0.0,3.0,1.667,3.0,0.333,12.0,0.0,3.0,3.0,1.0,13,4,1,1,0,1,1,0,0,1,0,0,0,0,0,1,51555130
2024,Regular Season,ヤクルトスワローズ,48,"Kanakubo, Yuto",0,1,0,0.0,0.0,5,7.2,0.0,3.52,1.174,3.522,0.6,5.87,1.174,9.391,4.696,2.0,33,5,3,3,1,8,4,0,1,0,0,0,0,0,0,3,51555136
2024,Regular Season,日ハム,60,"Kagiya, Yohei",0,0,0,0.0,0.0,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51555137
2024,Regular Season,西武ライオンズ,34,"Kaino, Hiroshi",0,2,0,11.0,11.0,19,18.1,0.0,2.95,1.364,3.436,0.368,7.364,0.982,7.364,4.909,1.5,81,15,7,6,2,15,10,2,1,0,0,0,0,0,0,2,51555138
2024,Regular Season,楽天イーグルス,69,"Uchi, Seiryu",6,8,0,0.0,0.0,20,110.2,0.429,3.58,1.274,3.985,2.45,9.19,0.651,3.66,2.277,1.607,464,113,49,44,8,45,28,1,3,2,0,0,0,0,20,0,51555153
2024,Climax Series - First Stage,日ハム,24,"Kanemura, Shoma",0,0,0,,,1,6.2,0.0,2.7,0.6,2.7,2.0,5.4,2.7,4.05,0.0,,24,4,2,2,2,3,0,0,0,0,0,0,0,0,1,0,51555157
2024,Regular Season,日ハム,24,"Kanemura, Shoma",7,6,0,6.0,8.0,29,136.0,0.538,2.38,1.029,2.515,1.31,7.676,0.728,6.485,1.588,4.083,537,116,38,36,11,98,24,0,3,1,0,0,0,0,17,1,51555157
2024,Regular Season,ソフトバンク,48,"Fujii, Kouya",2,1,1,19.0,21.0,40,40.0,0.667,1.8,1.2,2.475,0.275,6.3,0.45,10.125,4.5,2.25,170,28,11,8,2,45,20,1,1,3,0,0,0,0,0,5,51655130
2024,Climax Series - Final Stage,横浜DeNA,26,"Hamaguchi, Haruhiro",0,0,0,,,1,4.0,0.0,0.0,0.75,0.0,0.0,2.25,0.0,11.25,4.5,2.5,15,1,0,0,0,5,2,0,0,0,0,0,0,0,1,0,51655134
2024,Japan Series,横浜DeNA,26,"Hamaguchi, Haruhiro",0,0,0,,,2,3.0,0.0,3.0,0.667,3.0,0.5,6.0,0.0,6.0,0.0,,11,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,51655134
2024,Regular Season,横浜DeNA,26,"Hamaguchi, Haruhiro",2,4,0,0.0,0.0,11,52.2,0.333,3.25,1.443,4.443,2.364,8.032,0.513,7.69,4.956,1.552,229,47,26,19,3,45,29,0,1,0,0,1,0,0,11,0,51655134
2024,Regular Season,西武ライオンズ,43,"Hada, Shinnosuke",1,3,0,2.0,3.0,9,16.1,0.25,2.76,1.469,4.408,0.889,7.714,0.0,6.061,5.51,1.1,73,14,8,5,0,11,10,0,2,1,0,0,0,0,3,3,51655155
2024,Regular Season,広島カープ,39,"Hasebe, Ginji",0,0,0,1.0,1.0,5,7.0,0.0,0.0,0.857,0.0,0.0,1.286,0.0,5.143,6.429,0.8,25,1,0,0,0,4,5,0,0,0,0,0,0,0,0,3,51655157
2024,Regular Season,中日ドラゴンズ,48,"Habu, Shohta",0,0,0,0.0,0.0,7,12.0,0.0,6.0,1.583,7.5,1.429,9.75,0.0,6.75,4.5,1.5,55,13,10,8,0,9,6,0,0,0,0,0,0,0,0,2,51655159
2024,Regular Season,日ハム,32,"Kuroki, Yuta",0,0,0,0.0,0.0,2,2.0,0.0,4.5,1.5,4.5,0.5,4.5,0.0,4.5,9.0,0.5,9,1,1,1,0,1,2,0,0,0,0,0,0,0,0,1,51755134
2024,Climax Series - First Stage,日ハム,57,"Kitayama, Koki",0,0,0,,,1,4.2,0.0,3.86,1.5,3.857,2.0,9.643,0.0,7.714,3.857,2.0,21,5,2,2,0,4,2,0,0,0,0,0,0,0,1,0,51755155
2024,Regular Season,日ハム,57,"Kitayama, Koki",5,1,0,1.0,1.0,14,81.2,0.833,2.31,0.98,2.424,1.571,5.731,0.551,9.588,3.086,3.107,320,52,22,21,5,87,28,0,5,1,0,1,1,0,13,0,51755155
2024,Regular Season,日ハム,34,"Hori, Mizuki",0,0,0,0.0,0.0,10,8.1,0.0,8.64,1.92,9.72,0.9,12.96,2.16,15.12,4.32,3.5,42,12,9,8,2,14,4,0,1,0,0,0,0,0,0,0,51855134
2024,Regular Season,横浜DeNA,65,"Miyagi, Daita",0,0,0,0.0,0.0,1,2.0,0.0,13.5,3.0,13.5,3.0,13.5,0.0,18.0,13.5,1.333,12,3,3,3,0,4,3,0,0,0,0,0,0,0,0,0,51855138
2024,Regular Season,ヤクルトスワローズ,61,"Miyagawa, Tetsu",0,0,0,0.0,0.0,4,4.0,0.0,6.75,2.5,6.75,0.75,20.25,0.0,9.0,2.25,4.0,21,9,3,3,0,4,1,0,0,0,0,0,0,0,0,3,51855151
2024,Regular Season,ヤクルトスワローズ,17,"Shimizu, Noboru",0,3,2,2.0,2.0,17,17.1,0.0,7.27,1.615,7.269,0.824,12.462,0.519,4.154,2.077,2.0,81,24,14,14,1,8,4,1,0,0,0,0,0,0,0,8,51955138
2024,Regular Season,西武ライオンズ,0,"Yan, Jefry",0,0,0,2.0,2.0,37,30.2,0.0,5.58,1.663,6.163,0.568,9.391,0.88,10.272,5.576,1.842,142,32,21,19,3,35,19,0,2,5,0,0,0,0,0,8,53055159
2024,Regular Season,西武ライオンズ,12,"Watanabe, Yutaro",3,4,0,0.0,0.0,14,87.2,0.429,2.67,1.232,2.669,1.857,8.316,0.513,5.133,2.772,1.852,366,81,26,26,5,50,27,0,5,1,0,0,0,0,14,0,53155138
2024,Regular Season,広島カープ,18,"Morishita, Masato",10,10,0,0.0,0.0,23,151.2,0.5,2.55,1.095,2.73,2.0,8.13,0.356,5.815,1.721,3.379,612,137,46,43,6,98,29,3,7,2,0,2,1,1,23,0,53155151
2024,Regular Season,阪神タイガース,30,"Mombetsu, Keito",0,2,0,0.0,0.0,5,12.0,0.0,4.5,1.583,6.0,1.6,11.25,0.75,6.0,3.0,2.0,54,15,8,6,1,8,4,0,0,2,0,0,0,0,2,3,53355157
2024,Regular Season,ヤクルトスワローズ,21,"Yoshimura, Kojiro",9,8,0,0.0,0.0,23,138.1,0.529,3.19,1.323,3.578,2.391,9.369,0.52,7.417,2.537,2.923,584,144,55,49,8,114,39,3,2,0,0,1,1,1,23,0,53555157
2024,Climax Series - Final Stage,ソフトバンク,2,"Stewart, Jr., Carter",1,0,0,,,1,5.0,1.0,3.6,1.0,3.6,2.0,7.2,1.8,5.4,1.8,3.0,21,4,2,2,1,3,1,0,0,0,0,0,0,0,1,0,53755138
2024,Japan Series,ソフトバンク,2,"Stewart, Jr., Carter",0,0,0,,,2,4.1,0.0,12.46,2.538,12.462,3.0,12.462,0.0,8.308,10.385,0.8,24,6,6,6,0,4,5,0,0,0,0,0,0,0,1,0,53755138
2024,Regular Season,ソフトバンク,2,"Stewart, Jr., Carter",9,4,0,0.0,0.0,20,120.0,0.692,1.95,1.083,2.175,1.45,5.925,0.45,7.875,3.825,2.059,485,79,29,26,6,105,51,0,5,2,0,0,0,0,20,0,53755138
2024,Regular Season,広島カープ,98,"Corniel, Robert",0,0,0,0.0,0.0,16,17.0,0.0,2.65,1.294,3.706,0.438,7.941,0.529,7.412,3.706,2.0,71,15,7,5,1,14,7,0,0,0,0,0,0,0,0,5,53955151
2024,Regular Season,日ハム,93,"Tanaka, Eito",0,0,0,0.0,0.0,3,4.0,0.0,11.25,2.5,11.25,1.667,13.5,4.5,4.5,9.0,0.5,22,6,5,5,2,2,4,0,0,1,0,0,0,0,0,0,61065136
2024,Regular Season,オリックス,28,"Tomiyama, Ryoga",0,0,0,3.0,3.0,16,11.0,0.0,3.27,1.364,4.909,0.375,8.182,0.0,6.545,4.091,1.6,52,10,6,4,0,8,5,1,3,1,0,0,0,0,0,4,61065138
2024,Regular Season,日ハム,47,"Suzuki, Kenya",1,2,0,1.0,1.0,8,23.0,0.333,2.74,1.043,2.739,0.875,6.652,1.174,2.348,2.739,0.857,90,17,7,7,3,6,7,0,1,0,0,0,0,0,3,0,61065151
2024,Regular Season,オリックス,96,"Takashima, Taito",2,2,0,4.0,4.0,21,56.0,0.5,4.02,1.25,4.339,1.286,8.036,0.482,4.821,3.214,1.5,238,50,27,25,3,30,20,0,4,1,0,0,0,0,9,3,61065159
2024,Japan Series,ソフトバンク,29,"Ishikawa, Shuta",0,1,0,,,1,5.2,0.0,1.59,0.706,1.588,1.0,6.353,1.588,6.353,0.0,,21,4,1,1,1,4,0,0,0,0,0,0,0,0,1,0,61165139
2024,Regular Season,ソフトバンク,29,"Ishikawa, Shuta",7,2,0,0.0,0.0,15,63.1,0.778,2.56,0.995,2.558,1.2,7.247,0.568,7.389,1.705,4.333,247,51,18,18,4,52,12,0,5,2,0,0,0,0,10,2,61165139
2024,Regular Season,横浜DeNA,46,"Ishikawa, Tatsuya",0,0,0,2.0,2.0,15,14.0,0.0,1.93,1.286,1.929,0.2,9.643,0.643,5.143,1.929,2.667,58,15,3,3,1,8,3,0,1,0,0,0,0,0,0,7,61165153
2024,Regular Season,楽天イーグルス,41,"Itoh, Mao",0,0,0,1.0,1.0,6,5.2,0.0,7.94,1.941,7.941,0.833,11.118,0.0,9.529,6.353,1.5,29,7,5,5,0,6,4,0,2,0,0,0,0,0,0,4,61165157
2024,Regular Season,千葉ロッテ,91,"Niho, Akira",0,0,0,0.0,0.0,8,10.1,0.0,12.19,2.419,15.677,2.25,17.419,0.871,3.484,4.355,0.8,55,20,18,14,1,4,5,0,1,0,0,0,0,0,0,6,61265118
2024,Regular Season,ソフトバンク,14,"Matayoshi, Katsuki",1,1,0,6.0,7.0,40,40.2,0.5,3.54,1.156,3.762,0.425,8.189,0.443,5.311,2.213,2.4,168,37,17,16,2,24,10,2,3,0,0,0,0,0,0,11,61265139
2024,Regular Season,中日ドラゴンズ,19,"Takahashi, Hiroto",12,4,0,0.0,0.0,21,143.2,0.75,1.38,0.981,1.691,1.286,6.703,0.063,8.144,2.13,3.824,569,107,27,22,1,130,34,2,4,5,0,1,1,0,21,0,61265153
2024,Regular Season,ヤクルトスワローズ,52,"Onaka, Yuya",0,0,0,0.0,0.0,1,2.0,0.0,18.0,2.5,18.0,4.0,13.5,4.5,0.0,9.0,0.0,10,3,4,4,1,0,2,0,0,0,0,0,0,0,0,0,61365134
2024,Climax Series - Final Stage,ソフトバンク,39,"Ogata, Shuto",0,0,0,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61365136
2024,Japan Series,ソフトバンク,39,"Ogata, Shuto",0,0,0,,,4,3.0,0.0,12.0,2.667,12.0,1.0,21.0,3.0,15.0,3.0,5.0,17,7,4,4,1,5,1,0,0,0,0,0,0,0,0,0,61365136
2024,Regular Season,ソフトバンク,39,"Ogata, Shuto",2,0,0,3.0,5.0,12,11.2,1.0,2.31,0.943,3.086,0.333,6.171,0.0,11.571,2.314,5.0,46,8,4,3,0,15,3,0,0,0,1,0,0,0,0,6,61365136
2024,Regular Season,広島カープ,14,"Ohsera, Daichi",6,6,0,0.0,0.0,25,155.0,0.5,1.86,1.077,2.148,1.48,6.852,0.29,5.69,2.845,2.0,627,118,37,32,5,98,49,3,3,0,0,2,1,0,25,0,61365139
2024,Regular Season,オリックス,57,"Yamada, Nobuyoshi",3,2,0,16.0,19.0,50,43.1,0.6,2.08,1.062,2.7,0.26,6.231,0.208,9.138,3.323,2.75,177,30,13,10,1,44,16,2,2,0,0,0,0,0,0,8,61465131
2024,Regular Season,西武ライオンズ,40,"Hamaya, Shota",0,0,0,0.0,0.0,1,2.1,0.0,11.57,2.571,15.429,4.0,11.571,0.0,3.857,11.571,0.333,15,3,4,3,0,1,3,0,1,0,0,0,0,0,0,1,61465151
2024,Regular Season,楽天イーグルス,49,"Nishigaki, Masaya",1,2,1,0.0,1.0,18,18.0,0.333,7.5,2.222,9.0,1.0,14.0,1.0,6.5,6.0,1.083,96,28,18,15,2,13,12,0,0,3,0,0,0,0,0,10,61465155
2024,Regular Season,ソフトバンク,66,"Matsumoto, Yuki",2,2,14,23.0,25.0,50,46.2,0.5,2.89,1.157,3.279,0.34,7.136,0.579,9.064,3.279,2.765,198,37,17,15,3,47,17,3,4,0,0,0,0,0,0,18,61665130
2024,Regular Season,楽天イーグルス,46,"Fujihira, Shoma",0,1,1,20.0,20.0,47,46.1,0.0,1.75,0.885,2.137,0.234,5.633,0.777,11.266,2.331,4.833,182,29,11,9,4,58,12,2,3,3,0,0,0,0,0,5,61665134
2024,Regular Season,オリックス,46,"Honda, Hitomi",2,0,0,9.0,11.0,23,22.0,1.0,2.86,1.182,2.864,0.304,8.591,0.409,8.591,2.045,4.2,92,21,7,7,1,21,5,0,1,1,1,0,0,0,0,7,61665136
